FIC301,FIC302,LI405,LI502,PT312,VC303,VC401,VC403,VC404,VC405,VC406,VLV303,AirIn,Air.T,Air.P,WaterIn,Water.T,Water.Density,Mixture.zone.P,riser.outlet.P,P.topsep,FR.topsep.gas,FR.topsep.liquid,P_3phase,Air.Valve,Water.level,Water.coalescer,Water.level.valve,water.tank.level,Fault
0,0,1,0,0,0,0,0,0,0,0,0,20.45853043,17.53066063,1.226879001,0.097091138,18.6362896,998.1652222,1.236016035,0.978124976,1.019358993,0.000279679,0,0.998123288,15.60612965,53.43136978,98.6138916,0,1.444375992,Slugging
0,0,1,0,0,0,0,0,0,0,0,0,20.40608025,17.53046036,1.225998044,0.097106613,18.6362896,998.1652832,1.232242942,0.978146672,1.019469023,0.00026577,0,0.998132825,15.60219002,53.39799118,98.61432648,0,1.444362998,Slugging
0,0,1,0,0,0,0,0,0,0,0,0,20.40608025,17.53026962,1.225118041,0.097122081,18.6362896,998.1655273,1.237133026,0.978168309,1.019580007,0.000251861,0,0.998142183,15.59825039,53.39981079,98.61475372,0,1.444349051,Slugging
0,0,1,0,0,0,0,0,0,0,0,0,20.40608025,17.53006935,1.225579977,0.097137563,18.6362896,998.1657104,1.238175988,0.978190005,1.019690037,0.000237952,0,0.99815172,15.59430981,53.40164185,98.6151886,0,1.444334984,Slugging
0,0,1,0,0,0,0,0,0,0,0,0,20.40608025,17.52986908,1.226042032,0.097153023,18.4794693,998.1658936,1.236858964,0.978211701,1.019799948,0.000224043,0,0.998161077,15.59037018,53.40346146,98.61562347,0,1.44432199,Slugging
0,0,1,0,0,0,0,0,0,0,0,0,20.29640961,17.52967072,1.226503968,0.097168498,18.4794693,998.1660767,1.237959981,0.978233397,1.019911051,0.000210133,0,0.998170614,15.58642006,53.40528107,98.61605835,0,1.444308043,Slugging
0,0,1,0,0,0,0,0,0,0,0,0,20.28926086,17.52947998,1.226681948,0.097183973,18.4794693,998.1663208,1.233559012,0.978255093,1.020020962,0.000196224,0,0.998179972,15.58248043,53.40710831,98.61649323,0,1.444295049,Slugging
0,0,1,0,0,0,0,0,0,0,0,0,20.28210068,17.52927971,1.226860046,0.09719944,18.4794693,998.1665039,1.235543013,0.978276789,1.020131946,0.000182315,0,0.99818939,15.57853985,53.40893173,98.6169281,0,1.444280982,Slugging
0,0,1,0,0,0,0,0,0,0,0,0,20.13904953,17.52907944,1.228304029,0.097214907,18.4794693,998.166687,1.237527013,0.978298426,1.020241976,0.000168406,0,0.998198926,15.57460022,53.41075897,98.61736298,0,1.444267988,Slugging
0,0,1,0,0,0,0,0,0,0,0,0,20.18195915,17.52887917,1.229747057,0.097230367,18.79310036,998.1668701,1.236314058,0.978320122,1.020352006,0.000154497,0,0.998208284,15.5706501,53.41257858,98.61779022,0,1.444254041,Slugging
