Caf,h,Qf,Ca,T,Tf,Tc,Qc,Tcf,Q
1,5.90200678,98.52693522,0.04941809979,397.2095357,320,343.2592738,15,300,99.18044338
1,6.005713571,102.9894075,0.03022031279,407.1528087,320,346.1587588,15,300,100.0480207
1,6.067594608,98.98499982,0.03349188333,403.6483959,320,347.0018372,15,300,100.5621319
1,5.922597652,97.85537071,0.05046187298,396.4235896,320,343.4685917,15,300,99.3533027
1,5.987596415,102.7999616,0.03220891841,406.0109181,320,345.552647,15,300,99.89700163
1,6.082245891,99.81423899,0.03146468692,405.0438663,320,347.2677836,15,300,100.6834713
1,5.940745902,97.35464614,0.05018549391,396.1860668,320,343.764763,15,300,99.50540735
1,5.96525996,102.3874723,0.03466529106,404.6524777,320,344.9498458,15,300,99.71049693
1,6.08717948,100.6582758,0.02987863089,406.274908,320,347.4232568,15,300,100.7242975
1,5.961705507,97.06464895,0.04851101792,396.5519061,320,344.2217167,15,300,99.68078581
1,5.944534231,101.7847983,0.03756280824,403.1121406,320,344.3857942,15,300,99.53712889
1,6.084469536,101.4498747,0.02882080957,407.2134455,320,347.4362237,15,300,100.7018743
1,5.985299502,97.00848013,0.04589561194,397.4185249,320,344.7741355,15,300,99.87783895
1,5.927971974,101.0399484,0.04081085884,401.463997,320,343.8945464,15,300,99.39837038
1,6.074883697,102.1259774,0.02835324462,407.7787711,320,347.2998154,15,300,100.6225171
1,6.009979592,97.19061408,0.04278142482,398.670864,320,345.3669097,15,300,100.0835478
1,5.917093806,100.2122567,0.04418776256,399.8160178,320,343.5190316,15,300,99.30712766
1,6.059309954,102.632726,0.02842722073,407.9460913,320,347.0213762,15,300,100.493455
1,6.033851548,97.59654209,0.03955938217,400.1768691,320,345.9506831,15,300,100.2821194
1,5.912812489,99.3676568,0.04728929677,398.3104067,320,343.2985283,15,300,99.27119428
1,6.039017011,102.9297531,0.02910073378,407.6931041,320,346.6200518,15,300,100.325035
1,6.055027952,98.19392819,0.03650854902,401.806237,320,346.4803923,15,300,100.4579403
1,5.915481386,98.57342899,0.0495930226,397.1111203,320,343.2594011,15,300,99.29359604
1,6.015626885,102.9933978,0.03033651119,407.0449069,320,346.1223569,15,300,100.1305587
1,6.071824134,98.93518493,0.03382447872,403.4293138,320,346.9188025,15,300,100.5971751
1,5.924892707,97.89284101,0.05065793856,396.3643538,320,343.4082488,15,300,99.37255094
1,5.991002348,102.8185902,0.03214729938,406.0377012,320,345.5624523,15,300,99.92540987
1,6.082902828,99.76126423,0.03162318439,404.9280404,320,347.2365931,15,300,100.6889085
1,5.940299289,97.38010811,0.05030191317,396.1599348,320,343.7289419,15,300,99.50166698
1,5.967102772,102.4192552,0.03451643052,404.731808,320,344.9798698,15,300,99.72589723
1,6.087382955,100.6063611,0.02997186467,406.1984883,320,347.4136133,15,300,100.7259809
1,5.960474824,97.07607429,0.04865998307,396.5080066,320,344.1872525,15,300,99.67049667
1,5.945829647,101.8272038,0.03737491271,403.2098402,320,344.4178182,15,300,99.54797372
1,6.084909918,101.4031556,0.02887105665,407.1637483,320,347.4389282,15,300,100.7055185
1,5.983811581,97.00495872,0.0460819086,397.3501247,320,344.7374497,15,300,99.86542358
1,5.928876045,101.0895984,0.04059779658,401.5687724,320,343.9218615,15,300,99.40594968
1,6.075683259,102.0881755,0.02836639351,407.7546399,320,347.3124544,15,300,100.6291388
1,6.008448732,97.17242642,0.0429835446,398.5834404,320,345.3295132,15,300,100.0708004
1,5.917592283,100.2651961,0.04398006052,399.9163369,320,343.538249,15,300,99.31131056
1,6.06044001,102.6068525,0.02840409922,407.9481452,320,347.0425648,15,300,100.5028255
1,6.032421186,97.56513701,0.03975318256,400.0791692,320,345.9150784,15,300,100.2702324
1,5.912878441,99.41966855,0.04711207746,398.3976022,320,343.3071048,15,300,99.27174792
1,6.040395354,102.9178692,0.02904256614,407.7206962,320,346.6482717,15,300,100.3364834
1,6.053816914,98.15180739,0.03671526463,401.6965753,320,346.4504485,15,300,100.4478937
1,5.915112276,98.62036983,0.04948119126,397.1742921,320,343.2562634,15,300,99.29049816
1,6.017145538,102.9964501,0.03024245243,407.0964412,320,346.155675,15,300,100.1431969
1,6.070930006,98.88570373,0.03397882975,403.3303777,320,346.8946657,15,300,100.589768
1,5.924118426,97.93097166,0.05063278715,396.3956876,320,343.3936338,15,300,99.36605759
1,5.992540866,102.8363355,0.03201738595,406.1101521,320,345.5985507,15,300,99.93823971
1,6.082397037,99.70836428,0.03174344921,404.8404596,320,347.2206608,15,300,100.6847223
1,5.93918156,97.4063911,0.05036465752,396.1562278,320,343.704438,15,300,99.4923054
1,5.968538846,102.45028,0.03435274797,404.8207835,320,345.0161451,15,300,99.73789678
1,6.087305732,100.5542564,0.03005870419,406.1273532,320,347.4069275,15,300,100.725342
1,5.959102706,97.08841594,0.04879458153,396.4707555,320,344.1554442,15,300,99.65902379
1,5.947049032,101.8690366,0.03718407016,403.309496,320,344.4515015,15,300,99.55818097
1,6.085267268,101.3559967,0.0289205944,407.1142976,320,347.4418118,15,300,100.7084756
1,5.98229446,97.0023759,0.04626245518,397.2848359,320,344.7013013,15,300,99.85276295
1,5.92978167,101.1389069,0.04038740783,401.6732838,320,343.9500028,15,300,99.41354143
1,6.076446567,102.0497191,0.02838196669,407.7291147,320,347.3247091,15,300,100.6354598
1,6.006907605,97.15512487,0.04318824632,398.4962633,320,345.2923545,15,300,100.0579658
1,5.918111978,100.3180525,0.04377140753,400.0172306,320,343.5581442,15,300,99.31567132
1,6.061548373,102.5801621,0.02838348829,407.9485579,320,347.063307,15,300,100.5120154
1,6.030978981,97.53449497,0.03995843512,399.9788596,320,345.8798248,15,300,100.2582456
1,5.912970693,99.47186216,0.0469324047,398.4857888,320,343.3164497,15,300,99.27252233
1,6.041760463,102.9050708,0.0289863083,407.7467973,320,346.6761156,15,300,100.3478206
1,6.052588647,98.11026578,0.03689403097,401.5946959,320,346.419184,15,300,100.4377032
1,5.914769578,98.66774302,0.04936497438,397.239094,320,343.2538926,15,300,99.28762187
1,6.018658722,102.9985633,0.03015064006,407.1465579,320,346.1887413,15,300,100.1557881
1,6.070013581,98.83657174,0.03413513059,403.2309628,320,346.8700638,15,300,100.5821755
1,5.923367921,97.96975071,0.05060197918,396.4291549,320,343.3797041,15,300,99.35976323
1,5.994081724,102.8531919,0.03188967219,406.1814134,320,345.6345494,15,300,99.95108741
1,6.081865426,99.65555572,0.0318732049,404.7502536,320,347.2043066,15,300,100.6803222
1,5.938082932,97.43348689,0.05042217061,396.1547226,320,343.6804889,15,300,99.48310295
1,5.969984796,102.4805369,0.03419019903,404.9090855,320,345.052474,15,300,99.7499774
1,6.087201174,100.5019779,0.03013827272,406.0572573,320,347.399499,15,300,100.724477
1,5.957743452,97.10167003,0.04892446817,396.4359789,320,344.1238238,15,300,99.64765717
1,5.948285026,101.9102838,0.03699560342,403.4084383,320,344.4854525,15,300,99.56852618
1,6.085597936,101.3084129,0.02898568033,407.0603067,320,347.4442859,15,300,100.7112117
1,5.98078293,97.00073248,0.04643917092,397.2218172,320,344.6651249,15,300,99.84014739
