Caf,h,Qf,Ca,T,Tf,Tc,Qc,Tcf,Q
1,5.99994975,100,0.03792368442,402.2726795,320,345.4098883,15,300,100
1,5.99994975,100,0.03826265275,402.2395179,320,345.3951179,15,300,100
1,5.99994975,100,0.03860524337,402.2061027,320,345.3803934,15,300,100
1,5.99994975,100,0.03895187769,402.1722591,320,345.3655746,15,300,100
1,5.99994975,100,0.03930222045,402.1380633,320,345.3506101,15,300,100
1,5.99994975,100,0.03969092567,402.0940032,320,345.3368491,15,300,100
1,5.99994975,100,0.04000921585,402.0699857,320,345.3199896,15,300,100
1,5.99994975,100,0.04037102424,402.0347037,320,345.304527,15,300,100
1,5.99994975,100,0.04074646234,401.9961514,320,345.2894205,15,300,100
1,5.99994975,100,0.04110326578,401.9639014,320,345.272955,15,300,100
1,5.99994975,100,0.04146740461,401.9308649,320,345.2561273,15,300,100
1,5.99994975,100,0.04186185197,401.888764,320,345.2410776,15,300,100
1,5.99994975,100,0.04223498925,401.8542001,320,345.2242587,15,300,100
1,5.99994975,100,0.04266787442,401.8035194,320,345.2097162,15,300,100
1,5.99994975,100,0.04301361066,401.7783119,320,345.1909358,15,300,100
1,5.99994975,100,0.04340277608,401.7413708,320,345.1738634,15,300,100
1,5.99994975,100,0.04380746465,401.7012583,320,345.1568403,15,300,100
1,5.99994975,100,0.04422125137,401.6588085,320,345.1402075,15,300,100
1,5.99994975,100,0.04462002483,401.622414,320,345.1219172,15,300,100
1,5.99994975,100,0.0450350634,401.5818755,320,345.1041963,15,300,100
1,5.99994975,100,0.04545426979,401.5422025,320,345.0855196,15,300,100
1,5.99994975,100,0.04587556025,401.5004044,320,345.0680423,15,300,100
1,5.99994975,100,0.04628479615,401.4651363,320,345.0482363,15,300,100
1,5.99994975,100,0.04673726713,401.4167255,320,345.0310345,15,300,100
1,5.99994975,100,0.04721933651,401.3670988,320,345.0107993,15,300,100
1,5.99994975,100,0.04762545838,401.3295981,320,344.9932638,15,300,100
1,5.99994975,100,0.0480952449,401.2811056,320,344.9742686,15,300,100
1,5.99994975,100,0.04852495584,401.2430065,320,344.9542873,15,300,100
1,5.99994975,100,0.04899334773,401.1964444,320,344.9345978,15,300,100
1,5.99994975,100,0.04947840173,401.1462889,320,344.9150964,15,300,100
1,5.99994975,100,0.04992319414,401.1071288,320,344.8942741,15,300,100
1,5.99994975,100,0.05040404361,401.0596716,320,344.8739935,15,300,100
1,5.99994975,100,0.0508816966,401.0113359,320,344.8548549,15,300,100
1,5.99994975,100,0.05137239606,400.9663866,320,344.8320659,15,300,100
1,5.99994975,100,0.05185212461,400.922692,320,344.8101392,15,300,100
1,5.99994975,100,0.05236957484,400.8735047,320,344.7868025,15,300,100
1,5.99994975,100,0.05289511832,400.8159439,320,344.7677601,15,300,100
1,5.99994975,100,0.05335800761,400.7732587,320,344.7479801,15,300,100
1,5.99994975,100,0.053916107,400.7194174,320,344.7227335,15,300,100
1,5.99994975,100,0.05445185598,400.6668368,320,344.69985,15,300,100
1,5.99994975,100,0.0549869847,400.6120277,320,344.6786152,15,300,100
1,5.99994975,100,0.05549399877,400.5709933,320,344.6528276,15,300,100
1,5.99994975,100,0.05607804933,400.5091289,320,344.6298967,15,300,100
1,5.99994975,100,0.05663336731,400.4536373,320,344.6070467,15,300,100
1,5.99994975,100,0.05717826199,400.4082884,320,344.5795812,15,300,100
1,5.99994975,100,0.05779214013,400.3391306,320,344.5578341,15,300,100
1,5.99994975,100,0.05829682682,400.3007992,320,344.5318044,15,300,100
1,5.99994975,100,0.05896669786,400.226105,320,344.5065438,15,300,100
1,5.99994975,100,0.05953290061,400.1731663,320,344.4818393,15,300,100
1,5.99994975,100,0.06014988483,400.113418,320,344.4548745,15,300,100
1,5.99994975,100,0.06073761594,400.056658,320,344.4301561,15,300,100
1,5.99994975,100,0.06141231555,399.9880629,320,344.4015149,15,300,100
1,5.99994975,100,0.06195880453,399.9435181,320,344.3752797,15,300,100
1,5.99994975,100,0.06270515936,399.8558769,320,344.3493363,15,300,100
1,5.99994975,100,0.06327746452,399.8170899,320,344.3168176,15,300,100
1,5.99994975,100,0.06396507534,399.7404946,320,344.2923584,15,300,100
1,5.99994975,100,0.06463664974,399.6775483,320,344.2620556,15,300,100
1,5.99994975,100,0.06529951663,399.6135587,320,344.2337868,15,300,100
1,5.99994975,100,0.06600673723,399.542697,320,344.2041862,15,300,100
1,5.99994975,100,0.06670112512,399.4767853,320,344.1735769,15,300,100
1,5.99994975,100,0.06740718585,399.4077521,320,344.1436279,15,300,100
1,5.99994975,100,0.06814070923,399.3356,320,344.1123077,15,300,100
1,5.99994975,100,0.06886805925,399.265943,320,344.0806136,15,300,100
1,5.99994975,100,0.06958377634,399.1981969,320,344.0496034,15,300,100
1,5.99994975,100,0.07038916572,399.1146127,320,344.016801,15,300,100
1,5.99994975,100,0.07114642346,399.0439418,320,343.9828678,15,300,100
1,5.99994975,100,0.07190984223,398.9720987,320,343.9491941,15,300,100
1,5.99994975,100,0.07272024701,398.8904015,320,343.9156681,15,300,100
1,5.99994975,100,0.07353971855,398.8099644,320,343.8806137,15,300,100
1,5.99994975,100,0.07435550969,398.7321645,320,343.8448567,15,300,100
1,5.99994975,100,0.07516308808,398.6569598,320,343.8090196,15,300,100
1,5.99994975,100,0.07604228002,398.5670748,320,343.7730387,15,300,100
1,5.99994975,100,0.0769161748,398.4816866,320,343.7355236,15,300,100
1,5.99994975,100,0.07782216089,398.3923456,320,343.6966579,15,300,100
1,5.99994975,100,0.07869115692,398.311819,320,343.6577904,15,300,100
1,5.99994975,100,0.07958297358,398.2254652,320,343.6198633,15,300,100
1,5.99994975,100,0.08053791948,398.1292464,320,343.5801115,15,300,100
1,5.99994975,100,0.0814958829,398.0354548,320,343.5390604,15,300,100
1,5.99994975,100,0.0825127785,397.9217629,320,343.5024526,15,300,100
